"Employee ID","Gender","Job Level after FY20 promotions","New hire FY20?","FY20 Performance Rating","Promotion in FY21?","In base group for Promotion FY21","Target hire balance","FY20 leaver?","In base group for turnover FY20","Department @01.07.2020","Leaver FY","Job Level after FY21 promotions","Last Department in FY20","FTE group","Time type","Department & JL group PRA status","Department & JL group for PRA","Job Level group PRA status","Job Level group for PRA","Time in Job Level @01.07.2020","Job Level before FY20 promotions","Promotion in FY20?","FY19 Performance Rating","Age group","Age @01.07.2020","Nationality 1","Region group: nationality 1","Broad region group: nationality 1","Last hire date","Years since last hire","Rand"
"338","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","26","France","Europe","Europe","4/1/2018","2","0.2781289"
"339","Female","4 - Manager","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","3","4 - Manager","N","3","30 to 39","35","Switzerland","Switzerland","Switzerland","4/1/2016","4","0.279154"
"340","Male","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Internal Services","","5 - Senior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Internal Services","Age @01.07.2020","5 - Senior Officer","2","5 - Senior Officer","N","2","20 to 29","25","France","Europe","Europe","4/1/2014","6","0.5418742"
"341","Female","6 - Junior Officer","Y","","No","No","0.50","No","N","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","26","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.8629849"
"342","Female","4 - Manager","N","3","No","Yes","0.50","No","Y","Finance","","4 - Manager","Finance","90%","Part Time","Time in Job Level @01.07.2020","4 - Manager & Finance","Age @01.07.2020","4 - Manager","3","4 - Manager","N","3","30 to 39","36","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.0935526"
"343","Female","1 - Executive","N","","No","No","0.50","No","Y","HR","","1 - Executive","HR","Full Time","Full Time","","","","","2","1 - Executive","N","2","40 to 49","47","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.2486265"
"344","Male","5 - Senior Officer","N","2","Yes","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","1","5 - Senior Officer","N","","30 to 39","35","Germany","Europe","Europe","4/1/2019","1","0.1802584"
"345","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","22","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.7346597"
"346","Male","4 - Manager","N","3","No","Yes","0.50","No","Y","Internal Services","","4 - Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Internal Services","Age @01.07.2020","4 - Manager","2","4 - Manager","N","3","30 to 39","32","Malaysia","Asia Pacific","Elsewhere","4/1/2013","7","0.0762988"
"347","Male","3 - Senior Manager","N","3","No","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","3","3 - Senior Manager","N","3","40 to 49","48","Switzerland","Switzerland","Switzerland","4/1/2014","6","0.1724428"
"348","Male","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","4","5 - Senior Officer","N","3","20 to 29","25","United Kingdom","Europe","Europe","4/1/2016","4","0.6206759"
"349","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","22","Germany","Europe","Europe","4/1/2017","3","0.1687639"
"350","Male","6 - Junior Officer","N","3","No","No","0.50","Yes","Y","Operations","FY20","","Operations","Full Time","Full Time","","","","","2","6 - Junior Officer","N","2","20 to 29","27","Germany","Europe","Europe","4/1/2018","2","0.3724006"
"351","Male","4 - Manager","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","4","4 - Manager","N","2","30 to 39","36","Germany","Europe","Europe","4/1/2016","4","0.157538"
"352","Male","6 - Junior Officer","N","2","Yes","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","29","Switzerland","Switzerland","Switzerland","4/1/2019","1","0.6918456"
"353","Female","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","6","5 - Senior Officer","N","2","30 to 39","31","Germany","Europe","Europe","4/1/2016","4","0.019381"
"354","Female","6 - Junior Officer","Y","","No","No","0.50","No","N","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","23","Greece","Europe","Europe","4/1/2020","0","0.4372512"
"355","Male","6 - Junior Officer","Y","","No","No","0.50","No","N","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","23","Italy","Europe","Europe","4/1/2020","0","0.2905142"
"356","Male","5 - Senior Officer","N","2","Yes","Yes","0.50","No","Y","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","2","30 to 39","32","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.4761097"
"357","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","27","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.2487317"
"358","Female","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","80%","Part Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","2","30 to 39","33","France","Europe","Europe","4/1/2011","9","0.6270618"
"359","Female","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","3","20 to 29","28","United States","Americas","Elsewhere","4/1/2011","9","0.6438344"
"360","Male","5 - Senior Officer","Y","","No","No","0.50","No","N","Internal Services","","5 - Senior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Internal Services","Age @01.07.2020","5 - Senior Officer","0","","N","","20 to 29","24","Italy","Europe","Europe","4/1/2020","0","0.6123022"
"361","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Internal Services","","3 - Senior Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Internal Services","Age @01.07.2020","3 - Senior Manager","4","3 - Senior Manager","N","2","30 to 39","38","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.2664402"
"362","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","5","6 - Junior Officer","N","3","20 to 29","26","United States","Americas","Elsewhere","4/1/2015","5","0.0213704"
"363","Male","1 - Executive","N","","No","No","0.50","No","Y","Strategy","","1 - Executive","Strategy","Full Time","Full Time","","","","","4","1 - Executive","N","3","40 to 49","45","France","Europe","Europe","4/1/2013","7","0.6394688"
"364","Male","5 - Senior Officer","N","4","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","1","#REF!","Y","2","20 to 29","29","France","Europe","Europe","4/1/2018","2","0.4224525"
"365","Male","4 - Manager","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","2","4 - Manager","N","2","30 to 39","31","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.538154"
"366","Female","6 - Junior Officer","N","1","Yes","Yes","0.50","No","Y","Finance","","5 - Senior Officer","Finance","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Finance","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","30 to 39","34","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.368128"
"367","Female","5 - Senior Officer","Y","","No","No","0.50","No","N","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","0","","N","","20 to 29","29","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.4746856"
"368","Male","5 - Senior Officer","Y","","No","No","0.50","No","N","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","0","","N","","20 to 29","29","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.3542134"
"369","Female","5 - Senior Officer","N","","No","No","0.50","Yes","Y","Sales & Marketing","FY20","","Sales & Marketing","Full Time","Full Time","","","","","3","5 - Senior Officer","N","3","40 to 49","45","Russia","Europe","Europe","4/1/2011","9","0.2883865"
"370","Female","6 - Junior Officer","N","1","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","28","Switzerland","Switzerland","Switzerland","4/1/2019","1","0.2376822"
"371","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","26","Switzerland","Switzerland","Switzerland","4/1/2019","1","0.7913005"
"372","Male","4 - Manager","N","2","Yes","Yes","0.50","No","Y","Sales & Marketing","","3 - Senior Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","2","4 - Manager","N","3","40 to 49","43","France","Europe","Europe","4/1/2015","5","0.3969623"
"373","Male","4 - Manager","N","2","No","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","2","4 - Manager","N","3","30 to 39","34","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.788065"
"374","Female","4 - Manager","N","3","No","Yes","0.50","No","Y","Internal Services","","4 - Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Internal Services","Age @01.07.2020","4 - Manager","3","4 - Manager","N","2","40 to 49","41","France","Europe","Europe","4/1/2014","6","0.2517382"
"375","Female","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","2","5 - Senior Officer","N","2","20 to 29","28","Germany","Europe","Europe","4/1/2011","9","0.2614952"
"376","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","3 - Senior Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Sales & Marketing","Age @01.07.2020","3 - Senior Manager","1","#REF!","Y","1","30 to 39","34","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.9334031"
"377","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Strategy","","6 - Junior Officer","Strategy","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Strategy","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.732967"
"378","Male","6 - Junior Officer","Y","","No","No","0.50","No","N","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","20","France","Europe","Europe","4/1/2020","0","0.2318628"
"379","Female","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","1","#REF!","Y","1","20 to 29","29","Italy","Europe","Europe","4/1/2013","7","0.2973276"
"380","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","22","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.4056072"
"381","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Finance","","6 - Junior Officer","Finance","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Finance","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","23","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.1006852"
"382","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Internal Services","","6 - Junior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","23","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.1543095"
"383","Male","3 - Senior Manager","N","2","No","No","0.50","Yes","Y","Sales & Marketing","FY20","","Sales & Marketing","Full Time","Full Time","","","","","3","3 - Senior Manager","N","4","20 to 29","28","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.3400767"
"384","Male","6 - Junior Officer","Y","","No","No","0.50","No","N","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","24","Italy","Europe","Europe","4/1/2020","0","0.127594"
"385","Male","3 - Senior Manager","N","2","Yes","Yes","0.50","No","Y","Sales & Marketing","","2 - Director","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Sales & Marketing","Age @01.07.2020","3 - Senior Manager","4","3 - Senior Manager","N","2","40 to 49","44","France","Europe","Europe","4/1/2016","4","0.1332438"
"386","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","HR","","6 - Junior Officer","HR","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & HR","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","24","France","Europe","Europe","4/1/2017","3","0.826209"
"387","Female","4 - Manager","N","2","No","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","3","4 - Manager","N","2","40 to 49","40","Italy","Europe","Europe","4/1/2015","5","0.4099848"
"388","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","25","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.6056338"
"389","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","20","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.8044063"
"390","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Internal Services","","6 - Junior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.4483289"
"391","Male","4 - Manager","N","2","No","Yes","0.50","No","Y","Internal Services","","4 - Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Internal Services","Age @01.07.2020","4 - Manager","5","4 - Manager","N","3","30 to 39","36","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.2911639"
"392","Male","3 - Senior Manager","N","3","No","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","1","#REF!","Y","2","40 to 49","41","France","Europe","Europe","4/1/2014","6","0.590253"
"393","Male","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","2","20 to 29","28","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.6393051"
"394","Male","4 - Manager","N","3","No","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","5","4 - Manager","N","3","30 to 39","34","Switzerland","Switzerland","Switzerland","4/1/2013","7","0.2995792"
"395","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","22","France","Europe","Europe","4/1/2017","3","0.7049872"
"396","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","28","France","Europe","Europe","4/1/2019","1","0.515208"
"397","Male","4 - Manager","Y","","No","No","0.50","No","N","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","0","","N","","30 to 39","32","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.6179425"
"398","Male","4 - Manager","N","2","No","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","1","#REF!","Y","2","30 to 39","34","France","Europe","Europe","4/1/2011","9","0.539512"
"399","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","21","Germany","Europe","Europe","4/1/2017","3","0.8860826"
"400","Female","6 - Junior Officer","Y","","No","No","0.50","No","N","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","22","Germany","Europe","Europe","4/1/2020","0","0.1415599"
"401","Female","6 - Junior Officer","N","4","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","20 to 29","26","Germany","Europe","Europe","4/1/2018","2","0.981789"
"402","Female","5 - Senior Officer","Y","","No","No","0.50","No","N","Operations","","5 - Senior Officer","Operations","80%","Part Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","0","","N","","30 to 39","33","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.3130976"
"403","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","23","France","Europe","Europe","4/1/2017","3","0.543269"
"404","Male","1 - Executive","N","","No","No","0.50","No","Y","Strategy","","1 - Executive","Strategy","Full Time","Full Time","","","","","2","1 - Executive","N","2","50 to 59","50","France","Europe","Europe","4/1/2016","4","0.8247546"
"405","Male","1 - Executive","N","","No","No","0.50","No","Y","Strategy","","1 - Executive","Strategy","Full Time","Full Time","","","","","5","1 - Executive","N","3","40 to 49","47","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.850397"
"406","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","2","3 - Senior Manager","N","2","30 to 39","36","France","Europe","Europe","4/1/2017","3","0.3089394"
"407","Male","2 - Director","N","2","No","Yes","0.50","No","Y","Internal Services","","2 - Director","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Internal Services","Uneven - Men benefit","2 - Director","3","2 - Director","N","2","60 to 69","61","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.9773566"
"408","Male","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","5","5 - Senior Officer","N","","20 to 29","26","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.0298587"
"409","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","5","6 - Junior Officer","N","2","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.415215"
"410","Male","5 - Senior Officer","Y","","No","No","0.50","No","N","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","0","","N","","20 to 29","27","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.6303493"
"411","Female","4 - Manager","Y","","No","No","0.50","No","N","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","0","","N","","40 to 49","40","Germany","Europe","Europe","4/1/2020","0","0.7440687"
"412","Female","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","2","5 - Senior Officer","N","3","30 to 39","31","France","Europe","Europe","4/1/2013","7","0.5855438"
"413","Male","2 - Director","N","3","No","Yes","0.50","No","Y","Internal Services","","2 - Director","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Internal Services","Uneven - Men benefit","2 - Director","5","2 - Director","N","3","40 to 49","46","Switzerland","Switzerland","Switzerland","4/1/2013","7","0.6570024"
"414","Female","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","80%","Part Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","1","#REF!","Y","1","30 to 39","31","Germany","Europe","Europe","4/1/2015","5","0.6264175"
"415","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","24","Italy","Europe","Europe","4/1/2019","1","0.5202929"
"416","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Strategy","","3 - Senior Manager","Strategy","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Strategy","Age @01.07.2020","3 - Senior Manager","2","3 - Senior Manager","N","2","30 to 39","39","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.9752005"
"417","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","2","3 - Senior Manager","N","2","30 to 39","36","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.3319747"
"418","Female","6 - Junior Officer","N","2","Yes","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","70%","Part Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","30 to 39","31","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.4534584"
"419","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","21","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.0747294"
"420","Female","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","50%","Part Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","2","5 - Senior Officer","N","3","30 to 39","33","Germany","Europe","Europe","4/1/2014","6","0.0006827"
